YEAR;MONTH;DAY;Customer;Salesorg;Country;OrderNumber;OrderItem;Product;Product Category;Division;SalesQuantity;Revenue USD;Discount USD;Cogm USD
2007;1;4;9000;UW00;US;100012;10;DXTR1000;TOU;BI;1;3000;90;1400
2007;1;4;9000;UW00;US;100012;20;DXTR2000;TOU;BI;1;3000;90;1400
2007;1;4;9000;UW00;US;100012;30;PRTR2000;TOU;BI;1;3200;96;1500
2007;1;4;9000;UW00;US;100012;40;PRTR3000;TOU;BI;1;3200;96;1500
2007;1;4;9000;UW00;US;100012;50;ORMN1000;ORB;BI;2;4800;144;2400
2007;1;4;9000;UW00;US;100012;60;ORHT1000;ORB;BI;3;4800;144;2700
2007;1;4;9000;UW00;US;100012;70;ORHT2000;ORB;BI;1;1700;51;950
2007;1;4;9000;UW00;US;100012;80;DXRD1000;ROB;BI;2;3400;102;2000
2007;1;4;9000;UW00;US;100012;90;PRRD1000;ROB;BI;1;4000;120;2200
2007;1;4;9000;UW00;US;100012;100;CAGE1000;ACC;AS;1;18;0,54;9
2007;1;4;9000;UW00;US;100012;110;PUMP1000;ACC;AS;6;168;5,04;84
2007;1;4;9000;UW00;US;100012;120;FAID1000;ACC;AS;2;80;2,4;40
2007;1;4;15000;DS00;DE;100013;10;PRTR2000;TOU;BI;1;3519,99;176;1500
2007;1;4;15000;DS00;DE;100013;20;ORMN1000;ORB;BI;1;2640;132;1200
2007;1;4;15000;DS00;DE;100013;30;ORWN1000;ORB;BI;1;2750;137,5;1250
2007;1;4;15000;DS00;DE;100013;40;DXRD1000;ROB;BI;1;1870,01;93,5;1000
2007;1;4;15000;DS00;DE;100013;50;CAGE1000;ACC;AS;1;19,79;1;9
2007;1;4;15000;DS00;DE;100013;60;FAID1000;ACC;AS;2;88,01;4,4;40
2007;1;4;23000;DN00;DE;100014;10;DXTR2000;TOU;BI;2;6600;198;2800
2007;1;4;23000;DN00;DE;100014;20;PRTR2000;TOU;BI;2;7039,99;211,2;3000
2007;1;4;23000;DN00;DE;100014;30;ORHT1000;ORB;BI;1;1760;52,8;900
2007;1;4;23000;DN00;DE;100014;40;ORHT2000;ORB;BI;4;7480,02;224,39;3800
2007;1;4;23000;DN00;DE;100014;50;PRRD1000;ROB;BI;1;4400;132;2200
2007;1;4;23000;DN00;DE;100014;60;CAGE1000;ACC;AS;1;19,79;0,59;9
2007;1;4;23000;DN00;DE;100014;70;FAID1000;ACC;AS;2;88,01;2,64;40
2007;1;5;2000;UE00;US;100015;10;DXTR2000;TOU;BI;2;6000;180;2800
2007;1;5;2000;UE00;US;100015;20;DXTR3000;TOU;BI;1;3000;90;1400
2007;1;5;2000;UE00;US;100015;30;PRTR1000;TOU;BI;1;3200;96;1500
2007;1;5;2000;UE00;US;100015;40;PRTR2000;TOU;BI;2;6400;192;3000
2007;1;5;2000;UE00;US;100015;50;PRTR3000;TOU;BI;1;3200;96;1500
2007;1;5;2000;UE00;US;100015;60;ORMN1000;ORB;BI;2;4800;144;2400
2007;1;5;2000;UE00;US;100015;70;ORWN1000;ORB;BI;1;2500;75;1250
2007;1;5;2000;UE00;US;100015;80;ORHT1000;ORB;BI;1;1600;48;900
2007;1;5;2000;UE00;US;100015;90;ORHT2000;ORB;BI;2;3400;102;1900
2007;1;5;2000;UE00;US;100015;100;DXRD1000;ROB;BI;2;3400;102;2000
2007;1;5;2000;UE00;US;100015;110;DXRD2000;ROB;BI;1;1650;49,5;950
2007;1;5;2000;UE00;US;100015;120;PRRD1000;ROB;BI;1;4000;120;2200
2007;1;5;2000;UE00;US;100015;130;SHRT1000;ACC;AS;1;30;0,9;15
2007;1;5;2000;UE00;US;100015;140;OHMT1000;ACC;AS;1;50;1,5;25
2007;1;5;2000;UE00;US;100015;150;RHMT1000;ACC;AS;1;50;1,5;25
2007;1;5;2000;UE00;US;100015;160;CAGE1000;ACC;AS;2;36;1,08;18
2007;1;5;2000;UE00;US;100015;170;PUMP1000;ACC;AS;4;112;3,36;56
2007;1;5;2000;UE00;US;100015;180;FAID1000;ACC;AS;10;400;12;200
2007;1;5;8000;UE00;US;100016;10;DXTR2000;TOU;BI;1;3000;90;1400
2007;1;5;8000;UE00;US;100016;20;ORMN1000;ORB;BI;1;2400;72;1200
2007;1;5;8000;UE00;US;100016;30;ORHT2000;ORB;BI;2;3400;102;1900
2007;1;5;8000;UE00;US;100016;40;DXRD1000;ROB;BI;1;1700;51;1000
2007;1;5;8000;UE00;US;100016;50;PRRD1000;ROB;BI;1;4000;120;2200
2007;1;5;8000;UE00;US;100016;60;CAGE1000;ACC;AS;3;54;1,62;27
2007;1;5;20000;DS00;DE;100017;10;DXTR1000;TOU;BI;1;3300;98,99;1400
2007;1;5;20000;DS00;DE;100017;20;DXTR2000;TOU;BI;2;6600;198;2800
2007;1;5;20000;DS00;DE;100017;30;DXTR3000;TOU;BI;1;3300;98,99;1400
2007;1;5;20000;DS00;DE;100017;40;PRTR1000;TOU;BI;1;3519,99;105,61;1500
2007;1;5;20000;DS00;DE;100017;50;PRTR2000;TOU;BI;2;7039,99;211,2;3000
2007;1;5;20000;DS00;DE;100017;60;PRTR3000;TOU;BI;1;3519,99;105,61;1500
2007;1;5;20000;DS00;DE;100017;70;ORMN1000;ORB;BI;3;7920,01;237,6;3600
2007;1;5;20000;DS00;DE;100017;80;ORWN1000;ORB;BI;1;2750;82,5;1250
2007;1;5;20000;DS00;DE;100017;90;ORHT1000;ORB;BI;2;3519,99;105,61;1800
2007;1;5;20000;DS00;DE;100017;100;ORHT2000;ORB;BI;3;5610,02;168,3;2850
2007;1;5;20000;DS00;DE;100017;110;DXRD1000;ROB;BI;4;7480,02;224,39;4000
2007;1;5;20000;DS00;DE;100017;120;DXRD2000;ROB;BI;1;1815;54,45;950
2007;1;5;20000;DS00;DE;100017;130;SHRT1000;ACC;AS;1;33;1;15
2007;1;5;20000;DS00;DE;100017;140;RHMT1000;ACC;AS;1;55;1,66;25
2007;1;5;20000;DS00;DE;100017;150;CAGE1000;ACC;AS;2;39,59;1,18;18
2007;1;5;20000;DS00;DE;100017;160;PUMP1000;ACC;AS;1;30,79;0,93;14
2007;1;5;20000;DS00;DE;100017;170;BOTL1000;ACC;AS;1;22;0,66;10
2007;1;5;20000;DS00;DE;100017;180;FAID1000;ACC;AS;5;220,02;6,6;100
2007;1;5;22000;DS00;DE;100018;10;DXTR1000;TOU;BI;1;3300;98,99;1400
2007;1;5;22000;DS00;DE;100018;20;DXTR2000;TOU;BI;2;6600;198;2800
2007;1;5;22000;DS00;DE;100018;30;DXTR3000;TOU;BI;1;3300;98,99;1400
2007;1;5;22000;DS00;DE;100018;40;PRTR1000;TOU;BI;1;3519,99;105,61;1500
2007;1;5;22000;DS00;DE;100018;50;PRTR2000;TOU;BI;1;3519,99;105,61;1500
2007;1;5;22000;DS00;DE;100018;60;PRTR3000;TOU;BI;1;3519,99;105,61;1500
2007;1;5;22000;DS00;DE;100018;70;ORMN1000;ORB;BI;2;5280;158,4;2400
2007;1;5;22000;DS00;DE;100018;80;ORHT1000;ORB;BI;1;1760;52,8;900
2007;1;5;22000;DS00;DE;100018;90;ORHT2000;ORB;BI;3;5610,02;168,3;2850
2007;1;5;22000;DS00;DE;100018;100;DXRD1000;ROB;BI;2;3740,01;112,2;2000
2007;1;5;22000;DS00;DE;100018;110;PRRD1000;ROB;BI;2;8800;263,99;4400
2007;1;5;22000;DS00;DE;100018;120;PRRD3000;ROB;BI;1;4950;148,51;2700
2007;1;5;22000;DS00;DE;100018;130;KPAD1000;ACC;AS;1;82,5;2,48;37,5
2007;1;5;22000;DS00;DE;100018;140;OHMT1000;ACC;AS;1;55;1,66;25
2007;1;5;22000;DS00;DE;100018;150;RHMT1000;ACC;AS;1;55;1,66;25
2007;1;5;22000;DS00;DE;100018;160;CAGE1000;ACC;AS;2;39,59;1,18;18
2007;1;5;22000;DS00;DE;100018;170;RKIT1000;ACC;AS;1;35,2;1,05;16
2007;1;5;22000;DS00;DE;100018;180;PUMP1000;ACC;AS;2;61,59;1,84;28
2007;1;5;22000;DS00;DE;100018;190;BOTL1000;ACC;AS;1;22;0,66;10
2007;1;5;22000;DS00;DE;100018;200;FAID1000;ACC;AS;4;176,01;5,28;80
2007;1;6;3000;UE00;US;100019;10;DXTR2000;TOU;BI;2;6000;180;2800
2007;1;6;3000;UE00;US;100019;20;PRTR1000;TOU;BI;1;3200;96;1500
2007;1;6;3000;UE00;US;100019;30;PRTR2000;TOU;BI;2;6400;192;3000
2007;1;6;3000;UE00;US;100019;40;ORMN1000;ORB;BI;3;7200;216;3600
2007;1;6;3000;UE00;US;100019;50;ORWN1000;ORB;BI;1;2500;75;1250
2007;1;6;3000;UE00;US;100019;60;ORHT1000;ORB;BI;2;3200;96;1800
2007;1;6;3000;UE00;US;100019;70;ORHT2000;ORB;BI;2;3400;102;1900
2007;1;6;3000;UE00;US;100019;80;DXRD1000;ROB;BI;4;6800;204;4000
2007;1;6;3000;UE00;US;100019;90;PRRD1000;ROB;BI;2;8000;240;4400
2007;1;6;3000;UE00;US;100019;100;CAGE1000;ACC;AS;4;72;2,16;36
2007;1;6;3000;UE00;US;100019;110;RKIT1000;ACC;AS;1;32;0,96;16
2007;1;6;3000;UE00;US;100019;120;PUMP1000;ACC;AS;8;224;6,72;112
2007;1;6;3000;UE00;US;100019;130;BOTL1000;ACC;AS;1;20;0,6;10
2007;1;6;3000;UE00;US;100019;140;FAID1000;ACC;AS;5;200;6;100
2007;1;6;7000;UE00;US;100020;10;DXRD1000;ROB;BI;1;1700;0;1000
2007;1;6;7000;UE00;US;100020;20;PUMP1000;ACC;AS;2;56;0;28
2007;1;6;12000;UW00;US;100021;10;ORMN1000;ORB;BI;1;2400;72;1200
2007;1;6;12000;UW00;US;100021;20;ORHT1000;ORB;BI;1;1600;48;900
2007;1;6;12000;UW00;US;100021;30;ORHT2000;ORB;BI;3;5100;153;2850
2007;1;6;12000;UW00;US;100021;40;PRRD1000;ROB;BI;1;4000;120;2200
2007;1;6;12000;UW00;US;100021;50;CAGE1000;ACC;AS;3;54;1,62;27
2007;1;6;12000;UW00;US;100021;60;PUMP1000;ACC;AS;2;56;1,68;28
2007;1;6;12000;UW00;US;100021;70;FAID1000;ACC;AS;5;200;6;100
2007;1;6;24000;DN00;DE;100022;10;DXTR1000;TOU;BI;1;3300;0;1400
2007;1;6;24000;DN00;DE;100022;20;PRTR2000;TOU;BI;1;3519,99;0;1500
2007;1;6;24000;DN00;DE;100022;30;ORMN1000;ORB;BI;1;2640;0;1200
2007;1;6;24000;DN00;DE;100022;40;ORHT2000;ORB;BI;1;1870,01;0;950
2007;1;6;24000;DN00;DE;100022;50;DXRD1000;ROB;BI;2;3740,01;0;2000
2007;1;6;24000;DN00;DE;100022;60;PRRD1000;ROB;BI;1;4400;0;2200
2007;1;6;24000;DN00;DE;100022;70;RHMT1000;ACC;AS;1;55;0;25
2007;1;6;24000;DN00;DE;100022;80;CAGE1000;ACC;AS;1;19,79;0;9
2007;1;6;24000;DN00;DE;100022;90;PUMP1000;ACC;AS;2;61,59;0;28
2007;1;6;24000;DN00;DE;100022;100;FAID1000;ACC;AS;2;88,01;0;40
2007;1;8;11000;UE00;US;100023;10;DXTR2000;TOU;BI;2;6000;180;2800
2007;1;8;11000;UE00;US;100023;20;ORMN1000;ORB;BI;1;2400;72;1200
2007;1;8;11000;UE00;US;100023;30;ORHT2000;ORB;BI;1;1700;51;950
2007;1;8;11000;UE00;US;100023;40;PUMP1000;ACC;AS;1;28;0,84;14
2007;1;8;11000;UE00;US;100023;50;FAID1000;ACC;AS;1;40;1,2;20
2007;1;8;14000;DN00;DE;100024;10;DXTR2000;TOU;BI;1;3300;98,99;1400
2007;1;8;14000;DN00;DE;100024;20;DXTR3000;TOU;BI;1;3300;98,99;1400
2007;1;8;14000;DN00;DE;100024;30;PRTR1000;TOU;BI;1;3519,99;105,61;1500
2007;1;8;14000;DN00;DE;100024;40;PRTR2000;TOU;BI;1;3519,99;105,61;1500
2007;1;8;14000;DN00;DE;100024;50;ORMN1000;ORB;BI;2;5280;158,4;2400
2007;1;8;14000;DN00;DE;100024;60;ORHT2000;ORB;BI;2;3740,01;112,2;1900
2007;1;8;14000;DN00;DE;100024;70;DXRD1000;ROB;BI;4;7480,02;224,39;4000
2007;1;8;14000;DN00;DE;100024;80;PRRD1000;ROB;BI;1;4400;132;2200
2007;1;8;14000;DN00;DE;100024;90;SHRT1000;ACC;AS;1;33;1;15
2007;1;8;14000;DN00;DE;100024;100;OHMT1000;ACC;AS;1;55;1,66;25
2007;1;8;14000;DN00;DE;100024;110;CAGE1000;ACC;AS;2;39,59;1,18;18
2007;1;8;14000;DN00;DE;100024;120;PUMP1000;ACC;AS;1;30,79;0,93;14
2007;1;8;14000;DN00;DE;100024;130;FAID1000;ACC;AS;5;220,02;6,6;100
2007;1;10;1000;UW00;US;100025;10;PRTR2000;TOU;BI;2;6400;192;3000
2007;1;10;1000;UW00;US;100025;20;ORHT1000;ORB;BI;1;1600;48;900
2007;1;10;1000;UW00;US;100025;30;DXRD1000;ROB;BI;3;5100;153;3000
2007;1;10;1000;UW00;US;100025;40;PRRD1000;ROB;BI;2;8000;240;4400
2007;1;10;1000;UW00;US;100025;50;CAGE1000;ACC;AS;2;36;1,08;18
2007;1;10;1000;UW00;US;100025;60;PUMP1000;ACC;AS;5;140;4,2;70
2007;1;10;5000;UE00;US;100026;10;DXTR1000;TOU;BI;1;3000;150;1400
2007;1;10;5000;UE00;US;100026;20;DXTR2000;TOU;BI;2;6000;300;2800
2007;1;10;5000;UE00;US;100026;30;DXTR3000;TOU;BI;1;3000;150;1400
2007;1;10;5000;UE00;US;100026;40;PRTR1000;TOU;BI;1;3200;160;1500
2007;1;10;5000;UE00;US;100026;50;PRTR2000;TOU;BI;1;3200;160;1500
2007;1;10;5000;UE00;US;100026;60;PRTR3000;TOU;BI;1;3200;160;1500
2007;1;10;5000;UE00;US;100026;70;ORMN1000;ORB;BI;2;4800;240;2400
2007;1;10;5000;UE00;US;100026;80;ORHT1000;ORB;BI;2;3200;160;1800
2007;1;10;5000;UE00;US;100026;90;ORHT2000;ORB;BI;2;3400;170;1900
2007;1;10;5000;UE00;US;100026;100;DXRD1000;ROB;BI;2;3400;170;2000
2007;1;10;5000;UE00;US;100026;110;DXRD2000;ROB;BI;1;1650;82,5;950
2007;1;10;5000;UE00;US;100026;120;PRRD1000;ROB;BI;2;8000;400;4400
2007;1;10;5000;UE00;US;100026;130;PRRD3000;ROB;BI;1;4500;225;2700
2007;1;10;5000;UE00;US;100026;140;SHRT1000;ACC;AS;1;30;1,5;15
2007;1;10;5000;UE00;US;100026;150;KPAD1000;ACC;AS;1;75;3,75;37,5
2007;1;10;5000;UE00;US;100026;160;OHMT1000;ACC;AS;1;50;2,5;25
2007;1;10;5000;UE00;US;100026;170;RHMT1000;ACC;AS;1;50;2,5;25
2007;1;10;5000;UE00;US;100026;180;CAGE1000;ACC;AS;3;54;2,7;27
2007;1;10;5000;UE00;US;100026;190;RKIT1000;ACC;AS;1;32;1,6;16
2007;1;10;5000;UE00;US;100026;200;PUMP1000;ACC;AS;2;56;2,8;28
2007;1;10;5000;UE00;US;100026;210;BOTL1000;ACC;AS;1;20;1;10
2007;1;10;5000;UE00;US;100026;220;FAID1000;ACC;AS;6;240;12;120
2007;1;10;10000;UW00;US;100027;10;DXTR1000;TOU;BI;1;3000;150;1400
2007;1;10;10000;UW00;US;100027;20;DXTR2000;TOU;BI;5;15000;750;7000
2007;1;10;10000;UW00;US;100027;30;DXTR3000;TOU;BI;3;9000;450;4200
2007;1;10;10000;UW00;US;100027;40;PRTR1000;TOU;BI;3;9600;480;4500
2007;1;10;10000;UW00;US;100027;50;PRTR2000;TOU;BI;4;12800;640;6000
2007;1;10;10000;UW00;US;100027;60;PRTR3000;TOU;BI;1;3200;160;1500
2007;1;10;10000;UW00;US;100027;70;ORMN1000;ORB;BI;2;4800;240;2400
2007;1;10;10000;UW00;US;100027;80;ORWN1000;ORB;BI;1;2500;125;1250
2007;1;10;10000;UW00;US;100027;90;ORHT1000;ORB;BI;3;4800;240;2700
2007;1;10;10000;UW00;US;100027;100;ORHT2000;ORB;BI;2;3400;170;1900
2007;1;10;10000;UW00;US;100027;110;DXRD1000;ROB;BI;2;3400;170;2000
2007;1;10;10000;UW00;US;100027;120;PRRD1000;ROB;BI;2;8000;400;4400
2007;1;10;10000;UW00;US;100027;130;PRRD3000;ROB;BI;2;9000;450;5400
2007;1;10;10000;UW00;US;100027;140;EPAD1000;ACC;AS;2;150;7,5;75
2007;1;10;10000;UW00;US;100027;150;SHRT1000;ACC;AS;4;120;6;60
2007;1;10;10000;UW00;US;100027;160;OHMT1000;ACC;AS;3;150;7,5;75
2007;1;10;10000;UW00;US;100027;170;RHMT1000;ACC;AS;3;150;7,5;75
2007;1;10;10000;UW00;US;100027;180;CAGE1000;ACC;AS;11;198;9,9;99
2007;1;10;10000;UW00;US;100027;190;RKIT1000;ACC;AS;3;96;4,8;48
2007;1;10;10000;UW00;US;100027;200;PUMP1000;ACC;AS;3;84;4,2;42
2007;1;10;10000;UW00;US;100027;210;BOTL1000;ACC;AS;3;60;3;30
2007;1;10;10000;UW00;US;100027;220;FAID1000;ACC;AS;22;880;44;440
2007;1;10;11000;UE00;US;100028;10;ORHT2000;ORB;BI;1;1700;51;950
2007;1;10;11000;UE00;US;100028;20;PUMP1000;ACC;AS;1;28;0,84;14
2007;1;11;12000;UW00;US;100029;10;PUMP1000;ACC;AS;1;28;0,84;14
